paymentId,creditId,amount,paymentAt,paymentAcceptedAt,period,periodsTotal
P000715,A008037,49,2024-06-01T18:00:00.000Z,2024-06-01T18:36:00.000Z,2,50
P000716,A001557,5758,2024-06-01T18:00:00.000Z,2024-06-01T21:06:00.000Z,9,17
P000717,A008476,156,2024-06-02T18:00:00.000Z,2024-06-02T18:17:00.000Z,1,50
P000718,A007002,66,2024-06-02T18:00:00.000Z,2024-06-02T20:22:00.000Z,3,45
P000719,A002431,890,2024-06-02T18:00:00.000Z,2024-06-02T21:23:00.000Z,8,29
P000720,A006655,286,2024-06-02T18:00:00.000Z,2024-06-02T18:08:00.000Z,3,27
P000721,A007650,137,2024-06-02T18:00:00.000Z,2024-06-02T21:14:00.000Z,2,20
P000722,A005782,136,2024-06-02T18:00:00.000Z,2024-06-02T21:37:00.000Z,4,26
P000723,A006667,304,2024-06-02T18:00:00.000Z,2024-06-02T18:53:00.000Z,3,11
P000724,A006130,75,2024-06-02T18:00:00.000Z,2024-06-02T18:03:00.000Z,4,43
P000725,A008030,101,2024-06-02T18:00:00.000Z,2024-06-02T19:48:00.000Z,2,19
P000726,A001664,104,2024-06-02T18:00:00.000Z,2024-06-02T18:57:00.000Z,9,46
P000727,A002577,1810,2024-06-02T18:00:00.000Z,2024-06-02T19:46:00.000Z,8,14
P000728,A003637,119,2024-06-02T18:00:00.000Z,2024-06-02T20:31:00.000Z,7,21
P000729,A002056,1220,2024-06-02T18:00:00.000Z,2024-06-02T21:44:00.000Z,8,17
P000730,A007229,17,2024-06-02T18:00:00.000Z,2024-06-02T19:17:00.000Z,3,48
P000731,A001559,1087,2024-06-02T18:00:00.000Z,2024-06-02T20:52:00.000Z,9,21
P000732,A000614,1115,2024-06-02T18:00:00.000Z,2024-06-02T21:19:00.000Z,10,35
P000733,A000740,226,2024-06-02T18:00:00.000Z,2024-06-02T20:09:00.000Z,10,45
P000734,A001230,75,2024-06-02T18:00:00.000Z,2024-06-02T21:05:00.000Z,9,42
P000735,A001508,585,2024-06-02T18:00:00.000Z,2024-06-02T21:33:00.000Z,9,13
P000736,A006867,30,2024-06-02T18:00:00.000Z,2024-06-02T18:10:00.000Z,3,37
P000737,A004948,2558,2024-06-03T18:00:00.000Z,2024-06-03T18:32:00.000Z,5,25
P000738,A001835,240,2024-06-03T18:00:00.000Z,2024-06-03T18:46:00.000Z,9,52
P000739,A002133,56,2024-06-03T18:00:00.000Z,2024-06-03T19:37:00.000Z,8,43
P000740,A002135,8566,2024-06-03T18:00:00.000Z,2024-06-03T18:51:00.000Z,8,12
P000741,A000625,2821,2024-06-03T18:00:00.000Z,2024-06-03T21:43:00.000Z,10,22
P000742,A002610,2295,2024-06-03T18:00:00.000Z,2024-06-03T19:44:00.000Z,8,14
P000743,A005822,753,2024-06-03T18:00:00.000Z,2024-06-03T19:22:00.000Z,4,39
P000744,A006049,208,2024-06-03T18:00:00.000Z,2024-06-03T19:46:00.000Z,4,50
P000745,A007156,2224,2024-06-03T18:00:00.000Z,2024-06-03T20:49:00.000Z,3,21
P000746,A001279,2005,2024-06-03T18:00:00.000Z,2024-06-03T19:26:00.000Z,9,21
P000747,A001050,444,2024-06-03T18:00:00.000Z,2024-06-03T21:18:00.000Z,10,33
P000748,A005007,561,2024-06-04T18:00:00.000Z,2024-06-04T19:31:00.000Z,5,41
P000749,A008722,56,2024-06-04T18:00:00.000Z,2024-06-04T18:16:00.000Z,1,25
P000750,A004396,143,2024-06-04T18:00:00.000Z,2024-06-04T18:39:00.000Z,6,20
P000751,A007129,41,2024-06-04T18:00:00.000Z,2024-06-04T19:09:00.000Z,3,30
P000752,A005647,29,2024-06-04T18:00:00.000Z,2024-06-04T21:18:00.000Z,5,39
P000753,A001011,4326,2024-06-04T18:00:00.000Z,2024-06-04T19:39:00.000Z,10,14
P000754,A005142,2859,2024-06-04T18:00:00.000Z,2024-06-04T21:03:00.000Z,5,8
P000755,A002331,1519,2024-06-04T18:00:00.000Z,2024-06-04T19:17:00.000Z,8,16
P000756,A006717,272,2024-06-04T18:00:00.000Z,2024-06-04T20:33:00.000Z,3,34
P000757,A006655,284,2024-06-04T18:00:00.000Z,2024-06-04T20:03:00.000Z,3,27
P000758,A007650,123,2024-06-04T18:00:00.000Z,2024-06-04T18:03:00.000Z,2,20
P000759,A000663,260,2024-06-04T18:00:00.000Z,2024-06-04T21:00:00.000Z,10,42
P000760,A004354,182,2024-06-04T18:00:00.000Z,2024-06-04T20:43:00.000Z,6,34
P000761,A007034,569,2024-06-04T18:00:00.000Z,2024-06-04T20:35:00.000Z,3,33
P000762,A001684,124,2024-06-04T18:00:00.000Z,2024-06-04T20:14:00.000Z,9,52
P000763,A005741,1969,2024-06-04T18:00:00.000Z,2024-06-04T19:33:00.000Z,5,16
P000764,A006037,166,2024-06-04T18:00:00.000Z,2024-06-04T18:08:00.000Z,4,49
P000765,A007686,1232,2024-06-04T18:00:00.000Z,2024-06-04T21:16:00.000Z,2,6
P000766,A001823,1081,2024-06-04T18:00:00.000Z,2024-06-04T19:50:00.000Z,9,46
P000767,A006751,219,2024-06-05T18:00:00.000Z,2024-06-05T19:52:00.000Z,3,52
P000768,A000522,832,2024-06-05T18:00:00.000Z,2024-06-05T18:32:00.000Z,10,52
P000769,A003921,96,2024-06-05T18:00:00.000Z,2024-06-05T18:49:00.000Z,7,41
P000770,A003544,884,2024-06-05T18:00:00.000Z,2024-06-05T19:01:00.000Z,7,50
P000771,A005232,142,2024-06-05T18:00:00.000Z,2024-06-05T22:00:00.000Z,5,19
P000772,A000873,1217,2024-06-05T18:00:00.000Z,2024-06-05T19:02:00.000Z,10,24
P000773,A008111,2538,2024-06-05T18:00:00.000Z,2024-06-05T20:27:00.000Z,2,7
P000774,A006990,812,2024-06-05T18:00:00.000Z,2024-06-05T21:59:00.000Z,3,35
P000775,A009038,256,2024-06-05T18:00:00.000Z,2024-06-05T20:58:00.000Z,1,51
P000776,A003804,446,2024-06-05T18:00:00.000Z,2024-06-05T18:07:00.000Z,7,41
P000777,A000768,1147,2024-06-05T18:00:00.000Z,2024-06-05T20:27:00.000Z,10,38
P000778,A002740,118,2024-06-05T18:00:00.000Z,2024-06-05T20:22:00.000Z,8,51
P000779,A000294,3850,2024-06-05T18:00:00.000Z,2024-06-05T21:15:00.000Z,10,15
P000780,A000101,1006,2024-06-05T18:00:00.000Z,2024-06-05T19:14:00.000Z,11,45
P000781,A003525,2763,2024-06-05T18:00:00.000Z,2024-06-05T19:51:00.000Z,7,12
P000782,A006320,223,2024-06-05T18:00:00.000Z,2024-06-05T20:39:00.000Z,4,13
P000783,A006560,461,2024-06-05T18:00:00.000Z,2024-06-05T18:38:00.000Z,4,30
P000784,A003227,227,2024-06-05T18:00:00.000Z,2024-06-05T21:18:00.000Z,7,33
P000785,A006037,195,2024-06-05T18:00:00.000Z,2024-06-05T21:42:00.000Z,4,49
P000786,A004948,976,2024-06-06T18:00:00.000Z,2024-06-06T21:14:00.000Z,5,25
P000787,A008478,2018,2024-06-06T18:00:00.000Z,2024-06-06T21:00:00.000Z,2,30
P000788,A000164,1401,2024-06-06T18:00:00.000Z,2024-06-06T20:29:00.000Z,11,32
P000789,A003505,2057,2024-06-06T18:00:00.000Z,2024-06-06T18:59:00.000Z,6,7
P000790,A007457,395,2024-06-06T18:00:00.000Z,2024-06-06T21:00:00.000Z,3,49
P000791,A001588,543,2024-06-06T18:00:00.000Z,2024-06-06T20:49:00.000Z,9,34
P000792,A008544,127,2024-06-06T18:00:00.000Z,2024-06-06T19:20:00.000Z,2,38
P000793,A002221,1621,2024-06-06T18:00:00.000Z,2024-06-06T18:12:00.000Z,9,28
P000794,A003269,55,2024-06-06T18:00:00.000Z,2024-06-06T18:02:00.000Z,7,25
P000795,A005397,48,2024-06-06T18:00:00.000Z,2024-06-06T20:05:00.000Z,5,44
P000796,A005968,679,2024-06-06T18:00:00.000Z,2024-06-06T19:01:00.000Z,4,8
P000797,A005542,886,2024-06-06T18:00:00.000Z,2024-06-06T19:39:00.000Z,5,19
P000798,A002000,1023,2024-06-06T18:00:00.000Z,2024-06-06T19:47:00.000Z,9,50
P000799,A003975,627,2024-06-07T18:00:00.000Z,2024-06-07T21:23:00.000Z,7,32
P000800,A008111,1115,2024-06-07T18:00:00.000Z,2024-06-07T18:39:00.000Z,2,7
P000801,A007640,659,2024-06-07T18:00:00.000Z,2024-06-07T18:33:00.000Z,3,15
P000802,A007755,96,2024-06-07T18:00:00.000Z,2024-06-07T21:29:00.000Z,2,38
P000803,A008426,3037,2024-06-07T18:00:00.000Z,2024-06-07T20:43:00.000Z,2,5
P000804,A002221,1336,2024-06-07T18:00:00.000Z,2024-06-07T21:19:00.000Z,9,28
P000805,A004063,247,2024-06-07T18:00:00.000Z,2024-06-07T19:39:00.000Z,7,47
P000806,A005779,41,2024-06-07T18:00:00.000Z,2024-06-07T18:47:00.000Z,5,36
P000807,A001790,319,2024-06-07T18:00:00.000Z,2024-06-07T18:46:00.000Z,9,25
P000808,A000719,1907,2024-06-07T18:00:00.000Z,2024-06-07T19:31:00.000Z,10,13
P000809,A003955,4731,2024-06-07T18:00:00.000Z,2024-06-07T20:24:00.000Z,7,10
P000810,A001995,4579,2024-06-07T18:00:00.000Z,2024-06-07T20:01:00.000Z,9,15
P000811,A000506,914,2024-06-07T18:00:00.000Z,2024-06-07T20:24:00.000Z,11,22
P000812,A008151,303,2024-06-07T18:00:00.000Z,2024-06-07T20:03:00.000Z,2,42
P000813,A003350,1395,2024-06-07T18:00:00.000Z,2024-06-07T21:03:00.000Z,7,48
P000814,A003845,1564,2024-06-07T18:00:00.000Z,2024-06-07T19:52:00.000Z,7,13
P000815,A000871,2458,2024-06-08T18:00:00.000Z,2024-06-08T21:38:00.000Z,10,28
P000816,A006717,272,2024-06-08T18:00:00.000Z,2024-06-08T19:36:00.000Z,4,34
P000817,A001779,462,2024-06-08T18:00:00.000Z,2024-06-08T21:13:00.000Z,9,43
P000818,A001198,452,2024-06-08T18:00:00.000Z,2024-06-08T18:57:00.000Z,10,44
P000819,A007587,32,2024-06-08T18:00:00.000Z,2024-06-08T19:51:00.000Z,3,48
P000820,A000110,5272,2024-06-08T18:00:00.000Z,2024-06-08T19:07:00.000Z,10,15
P000821,A006433,554,2024-06-08T18:00:00.000Z,2024-06-08T20:36:00.000Z,4,48
P000822,A008627,294,2024-06-08T18:00:00.000Z,2024-06-08T20:35:00.000Z,2,17
P000823,A000059,409,2024-06-08T18:00:00.000Z,2024-06-08T18:06:00.000Z,11,43
P000824,A007494,285,2024-06-08T18:00:00.000Z,2024-06-08T20:42:00.000Z,3,32
P000825,A000402,1127,2024-06-09T18:00:00.000Z,2024-06-09T19:52:00.000Z,11,40
P000826,A002078,970,2024-06-09T18:00:00.000Z,2024-06-09T20:15:00.000Z,9,35
P000827,A002325,378,2024-06-09T18:00:00.000Z,2024-06-09T19:32:00.000Z,9,32
P000828,A003613,88,2024-06-09T18:00:00.000Z,2024-06-09T18:19:00.000Z,7,21
P000829,A001531,486,2024-06-09T18:00:00.000Z,2024-06-09T21:47:00.000Z,9,42
P000830,A005449,1642,2024-06-09T18:00:00.000Z,2024-06-09T19:46:00.000Z,5,23
P000831,A000768,1095,2024-06-09T18:00:00.000Z,2024-06-09T19:00:00.000Z,10,38
P000832,A003942,870,2024-06-09T18:00:00.000Z,2024-06-09T19:22:00.000Z,7,13
P000833,A002388,3373,2024-06-09T18:00:00.000Z,2024-06-09T19:37:00.000Z,9,14
P000834,A006069,120,2024-06-09T18:00:00.000Z,2024-06-09T20:17:00.000Z,4,28
P000835,A006482,74,2024-06-09T18:00:00.000Z,2024-06-09T19:19:00.000Z,4,24
P000836,A000039,2433,2024-06-09T18:00:00.000Z,2024-06-09T20:22:00.000Z,11,35
P000837,A004619,111,2024-06-09T18:00:00.000Z,2024-06-09T18:44:00.000Z,6,36
P000838,A007913,101,2024-06-09T18:00:00.000Z,2024-06-09T20:13:00.000Z,2,17
P000839,A002760,184,2024-06-09T18:00:00.000Z,2024-06-09T20:33:00.000Z,8,42
P000840,A004986,1298,2024-06-09T18:00:00.000Z,2024-06-09T21:01:00.000Z,6,12
P000841,A001996,742,2024-06-09T18:00:00.000Z,2024-06-09T19:30:00.000Z,9,45
P000842,A003055,1459,2024-06-09T18:00:00.000Z,2024-06-09T18:12:00.000Z,8,14
P000843,A003634,71,2024-06-09T18:00:00.000Z,2024-06-09T21:39:00.000Z,7,44
P000844,A000677,4917,2024-06-09T18:00:00.000Z,2024-06-09T21:30:00.000Z,10,29
P000845,A005741,1608,2024-06-09T18:00:00.000Z,2024-06-09T18:53:00.000Z,5,16
P000846,A006037,104,2024-06-09T18:00:00.000Z,2024-06-09T21:20:00.000Z,5,49
P000847,A004329,174,2024-06-10T18:00:00.000Z,2024-06-10T21:34:00.000Z,6,47
P000848,A007311,617,2024-06-10T18:00:00.000Z,2024-06-10T18:55:00.000Z,3,23
P000849,A005942,144,2024-06-10T18:00:00.000Z,2024-06-10T21:35:00.000Z,5,29
P000850,A000588,1163,2024-06-10T18:00:00.000Z,2024-06-10T19:37:00.000Z,11,51
P000851,A002816,78,2024-06-10T18:00:00.000Z,2024-06-10T18:21:00.000Z,8,40
P000852,A006823,354,2024-06-10T18:00:00.000Z,2024-06-10T20:55:00.000Z,4,48
P000853,A008741,113,2024-06-10T18:00:00.000Z,2024-06-10T21:13:00.000Z,2,21
P000854,A008432,637,2024-06-10T18:00:00.000Z,2024-06-10T20:29:00.000Z,2,28
P000855,A009485,77,2024-06-10T18:00:00.000Z,2024-06-10T20:30:00.000Z,1,23
P000856,A007028,1534,2024-06-10T18:00:00.000Z,2024-06-10T19:12:00.000Z,3,18
P000857,A007336,106,2024-06-10T18:00:00.000Z,2024-06-10T21:23:00.000Z,3,35
P000858,A005399,220,2024-06-10T18:00:00.000Z,2024-06-10T19:41:00.000Z,5,41
P000859,A004130,111,2024-06-10T18:00:00.000Z,2024-06-10T18:11:00.000Z,7,28
P000860,A008156,651,2024-06-10T18:00:00.000Z,2024-06-10T18:03:00.000Z,2,13
P000861,A008324,44,2024-06-10T18:00:00.000Z,2024-06-10T18:12:00.000Z,2,41
P000862,A003350,1147,2024-06-10T18:00:00.000Z,2024-06-10T18:58:00.000Z,8,48
P000863,A005287,555,2024-06-10T18:00:00.000Z,2024-06-10T21:27:00.000Z,5,7
P000864,A001692,1932,2024-06-11T18:00:00.000Z,2024-06-11T21:51:00.000Z,9,38
P000865,A006982,354,2024-06-11T18:00:00.000Z,2024-06-11T19:28:00.000Z,4,48
P000866,A005004,3190,2024-06-11T18:00:00.000Z,2024-06-11T19:33:00.000Z,6,12
P000867,A005233,118,2024-06-11T18:00:00.000Z,2024-06-11T20:46:00.000Z,5,36
P000868,A003863,107,2024-06-11T18:00:00.000Z,2024-06-11T21:52:00.000Z,7,28
P000869,A001842,554,2024-06-11T18:00:00.000Z,2024-06-11T21:41:00.000Z,9,20
P000870,A003422,161,2024-06-11T18:00:00.000Z,2024-06-11T21:33:00.000Z,7,42
P000871,A008589,110,2024-06-11T18:00:00.000Z,2024-06-11T19:11:00.000Z,2,31
P000872,A001847,238,2024-06-11T18:00:00.000Z,2024-06-11T21:03:00.000Z,9,47
P000873,A003657,383,2024-06-11T18:00:00.000Z,2024-06-11T21:06:00.000Z,7,31
P000874,A004782,4313,2024-06-11T18:00:00.000Z,2024-06-11T21:30:00.000Z,6,13
P000875,A006399,559,2024-06-11T18:00:00.000Z,2024-06-11T20:57:00.000Z,4,49
P000876,A003606,2262,2024-06-11T18:00:00.000Z,2024-06-11T19:01:00.000Z,7,25
P000877,A003933,267,2024-06-11T18:00:00.000Z,2024-06-11T18:18:00.000Z,7,21
P000878,A006528,92,2024-06-11T18:00:00.000Z,2024-06-11T20:41:00.000Z,4,29
P000879,A000634,1660,2024-06-11T18:00:00.000Z,2024-06-11T18:13:00.000Z,11,33
P000880,A005312,22,2024-06-11T18:00:00.000Z,2024-06-11T20:04:00.000Z,5,52
P000881,A004213,78,2024-06-11T18:00:00.000Z,2024-06-11T19:23:00.000Z,7,36
P000882,A007254,1810,2024-06-11T18:00:00.000Z,2024-06-11T21:45:00.000Z,3,50
P000883,A004225,1458,2024-06-11T18:00:00.000Z,2024-06-11T20:29:00.000Z,7,52
P000884,A001372,1472,2024-06-11T18:00:00.000Z,2024-06-11T18:21:00.000Z,10,23
P000885,A000969,10985,2024-06-11T18:00:00.000Z,2024-06-11T21:24:00.000Z,10,14
P000886,A001943,159,2024-06-11T18:00:00.000Z,2024-06-11T20:23:00.000Z,9,47
P000887,A006372,141,2024-06-11T18:00:00.000Z,2024-06-11T20:20:00.000Z,4,46
P000888,A002845,207,2024-06-11T18:00:00.000Z,2024-06-11T21:07:00.000Z,8,35
P000889,A008976,950,2024-06-12T18:00:00.000Z,2024-06-12T20:24:00.000Z,1,46
P000890,A007929,385,2024-06-12T18:00:00.000Z,2024-06-12T21:57:00.000Z,3,8
P000891,A008170,71,2024-06-12T18:00:00.000Z,2024-06-12T21:36:00.000Z,2,22
P000892,A005364,3252,2024-06-12T18:00:00.000Z,2024-06-12T21:05:00.000Z,5,22
P000893,A007938,588,2024-06-12T18:00:00.000Z,2024-06-12T20:10:00.000Z,3,5
P000894,A007064,4428,2024-06-12T18:00:00.000Z,2024-06-12T20:36:00.000Z,4,15
P000895,A006823,243,2024-06-12T18:00:00.000Z,2024-06-12T20:18:00.000Z,4,48
P000896,A009720,208,2024-06-12T18:00:00.000Z,2024-06-12T19:48:00.000Z,1,46
P000897,A007604,228,2024-06-12T18:00:00.000Z,2024-06-12T19:49:00.000Z,3,18
P000898,A003055,1071,2024-06-12T18:00:00.000Z,2024-06-12T21:30:00.000Z,8,14
P000899,A003634,40,2024-06-12T18:00:00.000Z,2024-06-12T20:54:00.000Z,7,44
P000900,A005730,348,2024-06-12T18:00:00.000Z,2024-06-12T19:00:00.000Z,5,52
P000901,A002369,20051,2024-06-13T18:00:00.000Z,2024-06-13T19:20:00.000Z,8,9
P000902,A002952,632,2024-06-13T18:00:00.000Z,2024-06-13T20:12:00.000Z,8,48
P000903,A005364,3072,2024-06-13T18:00:00.000Z,2024-06-13T20:00:00.000Z,5,22
P000904,A007454,3985,2024-06-13T18:00:00.000Z,2024-06-13T22:00:00.000Z,3,5
P000905,A008990,112,2024-06-13T18:00:00.000Z,2024-06-13T19:24:00.000Z,2,39
P000906,A006537,1179,2024-06-13T18:00:00.000Z,2024-06-13T19:24:00.000Z,4,18
P000907,A008248,177,2024-06-13T18:00:00.000Z,2024-06-13T21:46:00.000Z,2,27
P000908,A005147,417,2024-06-13T18:00:00.000Z,2024-06-13T18:27:00.000Z,6,14
P000909,A007082,115,2024-06-13T18:00:00.000Z,2024-06-13T19:16:00.000Z,4,43
P000910,A004168,779,2024-06-13T18:00:00.000Z,2024-06-13T21:41:00.000Z,7,23
P000911,A004734,644,2024-06-13T18:00:00.000Z,2024-06-13T18:40:00.000Z,6,26
P000912,A007014,102,2024-06-13T18:00:00.000Z,2024-06-13T18:24:00.000Z,4,27
P000913,A001655,455,2024-06-13T18:00:00.000Z,2024-06-13T18:02:00.000Z,10,30
P000914,A009443,583,2024-06-13T18:00:00.000Z,2024-06-13T21:56:00.000Z,1,28
P000915,A009729,322,2024-06-13T18:00:00.000Z,2024-06-13T18:47:00.000Z,1,43
P000916,A005601,33,2024-06-13T18:00:00.000Z,2024-06-13T20:12:00.000Z,5,52
P000917,A005345,260,2024-06-13T18:00:00.000Z,2024-06-13T18:12:00.000Z,6,44
P000918,A005676,144,2024-06-13T18:00:00.000Z,2024-06-13T19:33:00.000Z,5,26
P000919,A005547,23,2024-06-13T18:00:00.000Z,2024-06-13T19:14:00.000Z,5,49
P000920,A000388,817,2024-06-13T18:00:00.000Z,2024-06-13T21:39:00.000Z,11,39
P000921,A000400,598,2024-06-14T18:00:00.000Z,2024-06-14T20:06:00.000Z,11,29
P000922,A005364,3072,2024-06-14T18:00:00.000Z,2024-06-14T21:40:00.000Z,6,22
P000923,A000871,2549,2024-06-14T18:00:00.000Z,2024-06-14T18:06:00.000Z,11,28
P000924,A000945,566,2024-06-14T18:00:00.000Z,2024-06-14T21:30:00.000Z,10,47
P000925,A006164,1677,2024-06-14T18:00:00.000Z,2024-06-14T19:39:00.000Z,5,14
P000926,A009429,89,2024-06-14T18:00:00.000Z,2024-06-14T20:26:00.000Z,1,46
P000927,A008426,1711,2024-06-14T18:00:00.000Z,2024-06-14T19:45:00.000Z,2,5
P000928,A009949,144,2024-06-14T18:00:00.000Z,2024-06-14T19:16:00.000Z,1,28
P000929,A005523,428,2024-06-14T18:00:00.000Z,2024-06-14T19:20:00.000Z,5,42
P000930,A001372,992,2024-06-14T18:00:00.000Z,2024-06-14T19:05:00.000Z,10,23
P000931,A004618,44,2024-06-14T18:00:00.000Z,2024-06-14T21:50:00.000Z,6,40
P000932,A001988,402,2024-06-14T18:00:00.000Z,2024-06-14T18:11:00.000Z,9,16
P000933,A002103,101,2024-06-14T18:00:00.000Z,2024-06-14T21:55:00.000Z,9,32
P000934,A003336,311,2024-06-14T18:00:00.000Z,2024-06-14T19:05:00.000Z,8,25
P000935,A006431,236,2024-06-14T18:00:00.000Z,2024-06-14T19:05:00.000Z,4,29
P000936,A007549,582,2024-06-14T18:00:00.000Z,2024-06-14T21:08:00.000Z,3,9
P000937,A007358,577,2024-06-14T18:00:00.000Z,2024-06-14T19:12:00.000Z,3,32
P000938,A005295,2160,2024-06-14T18:00:00.000Z,2024-06-14T20:01:00.000Z,6,29
P000939,A006928,213,2024-06-14T18:00:00.000Z,2024-06-14T19:29:00.000Z,4,37
P000940,A008170,70,2024-06-15T18:00:00.000Z,2024-06-15T19:00:00.000Z,3,22
P000941,A004838,436,2024-06-15T18:00:00.000Z,2024-06-15T20:54:00.000Z,6,33
P000942,A000532,1101,2024-06-15T18:00:00.000Z,2024-06-15T21:02:00.000Z,11,29
P000943,A002324,68,2024-06-15T18:00:00.000Z,2024-06-15T19:00:00.000Z,9,48
P000944,A009047,3618,2024-06-15T18:00:00.000Z,2024-06-15T19:30:00.000Z,2,23
P000945,A002152,118,2024-06-15T18:00:00.000Z,2024-06-15T21:48:00.000Z,9,31
P000946,A002741,1179,2024-06-15T18:00:00.000Z,2024-06-15T18:35:00.000Z,9,45
P000947,A003142,194,2024-06-15T18:00:00.000Z,2024-06-15T20:21:00.000Z,8,38
P000948,A008070,241,2024-06-15T18:00:00.000Z,2024-06-15T21:59:00.000Z,3,8
P000949,A007457,266,2024-06-15T18:00:00.000Z,2024-06-15T20:34:00.000Z,3,49
P000950,A008948,87,2024-06-15T18:00:00.000Z,2024-06-15T21:24:00.000Z,2,44
P000951,A001733,184,2024-06-15T18:00:00.000Z,2024-06-15T19:00:00.000Z,10,20
P000952,A005402,79,2024-06-15T18:00:00.000Z,2024-06-15T20:05:00.000Z,6,52
P000953,A001277,18133,2024-06-15T18:00:00.000Z,2024-06-15T18:37:00.000Z,10,12
P000954,A002054,438,2024-06-15T18:00:00.000Z,2024-06-15T19:51:00.000Z,9,32
P000955,A006497,156,2024-06-15T18:00:00.000Z,2024-06-15T21:00:00.000Z,4,46
P000956,A001943,139,2024-06-15T18:00:00.000Z,2024-06-15T20:18:00.000Z,9,47
P000957,A006446,1132,2024-06-15T18:00:00.000Z,2024-06-15T19:43:00.000Z,4,29
P000958,A002060,357,2024-06-15T18:00:00.000Z,2024-06-15T18:07:00.000Z,9,32
P000959,A010492,334,2024-07-01T18:00:00.000Z,2024-07-01T19:29:00.000Z,1,14
P000960,A005933,143,2024-07-01T18:00:00.000Z,2024-07-01T18:19:00.000Z,6,41
P000961,A000624,2228,2024-07-01T18:00:00.000Z,2024-07-01T19:08:00.000Z,12,41
P000962,A001174,352,2024-07-01T18:00:00.000Z,2024-07-01T21:03:00.000Z,11,41
P000963,A004322,238,2024-07-01T18:00:00.000Z,2024-07-01T18:38:00.000Z,7,21
P000964,A010909,256,2024-07-01T18:00:00.000Z,2024-07-01T20:51:00.000Z,1,6
P000965,A008309,1105,2024-07-01T18:00:00.000Z,2024-07-01T20:24:00.000Z,3,49
P000966,A008795,399,2024-07-01T18:00:00.000Z,2024-07-01T19:11:00.000Z,3,31
P000967,A005523,440,2024-07-01T18:00:00.000Z,2024-07-01T21:46:00.000Z,7,42
P000968,A010638,162,2024-07-01T18:00:00.000Z,2024-07-01T18:01:00.000Z,1,37
P000969,A003382,4298,2024-07-01T18:00:00.000Z,2024-07-01T18:43:00.000Z,9,11
P000970,A000436,796,2024-07-01T18:00:00.000Z,2024-07-01T20:28:00.000Z,12,48
P000971,A004825,38,2024-07-01T18:00:00.000Z,2024-07-01T19:35:00.000Z,7,28
P000972,A005618,11261,2024-07-01T18:00:00.000Z,2024-07-01T19:55:00.000Z,6,7
P000973,A007682,491,2024-07-01T18:00:00.000Z,2024-07-01T20:41:00.000Z,4,33
P000974,A003356,17,2024-07-02T18:00:00.000Z,2024-07-02T20:34:00.000Z,9,44
P000975,A000813,1723,2024-07-02T18:00:00.000Z,2024-07-02T20:08:00.000Z,12,26
P000976,A004835,350,2024-07-02T18:00:00.000Z,2024-07-02T20:56:00.000Z,7,37
P000977,A009098,204,2024-07-02T18:00:00.000Z,2024-07-02T20:39:00.000Z,3,40
P000978,A004329,178,2024-07-02T18:00:00.000Z,2024-07-02T18:29:00.000Z,8,47
P000979,A000286,1532,2024-07-02T18:00:00.000Z,2024-07-02T18:14:00.000Z,12,43
P000980,A002261,510,2024-07-02T18:00:00.000Z,2024-07-02T19:10:00.000Z,10,49
P000981,A001136,345,2024-07-02T18:00:00.000Z,2024-07-02T19:37:00.000Z,11,51
P000982,A002559,588,2024-07-02T18:00:00.000Z,2024-07-02T20:30:00.000Z,10,32
P000983,A005385,1536,2024-07-02T18:00:00.000Z,2024-07-02T19:43:00.000Z,7,20
P000984,A010320,153,2024-07-02T18:00:00.000Z,2024-07-02T18:49:00.000Z,1,45
P000985,A002880,1072,2024-07-02T18:00:00.000Z,2024-07-02T19:49:00.000Z,10,14
P000986,A002759,780,2024-07-02T18:00:00.000Z,2024-07-02T20:26:00.000Z,10,29
P000987,A006253,436,2024-07-02T18:00:00.000Z,2024-07-02T20:13:00.000Z,6,39
P000988,A003062,165,2024-07-02T18:00:00.000Z,2024-07-02T19:28:00.000Z,9,30
P000989,A005805,741,2024-07-02T18:00:00.000Z,2024-07-02T20:38:00.000Z,6,28
P000990,A000402,1121,2024-07-03T18:00:00.000Z,2024-07-03T20:35:00.000Z,12,40
P000991,A005754,535,2024-07-03T18:00:00.000Z,2024-07-03T20:19:00.000Z,6,37
P000992,A006394,2174,2024-07-03T18:00:00.000Z,2024-07-03T21:19:00.000Z,6,9
P000993,A009352,36,2024-07-03T18:00:00.000Z,2024-07-03T20:30:00.000Z,2,43
P000994,A007064,4170,2024-07-03T18:00:00.000Z,2024-07-03T18:17:00.000Z,5,15
P000995,A007311,941,2024-07-03T18:00:00.000Z,2024-07-03T19:01:00.000Z,5,23
P000996,A003431,257,2024-07-03T18:00:00.000Z,2024-07-03T18:49:00.000Z,9,35
P000997,A002740,112,2024-07-03T18:00:00.000Z,2024-07-03T19:43:00.000Z,10,51
P000998,A002439,1148,2024-07-03T18:00:00.000Z,2024-07-03T18:11:00.000Z,10,47
P000999,A000844,959,2024-07-03T18:00:00.000Z,2024-07-03T19:03:00.000Z,12,35
P001000,A002627,3114,2024-07-03T18:00:00.000Z,2024-07-03T21:21:00.000Z,10,10
P001001,A004299,60,2024-07-03T18:00:00.000Z,2024-07-03T20:16:00.000Z,8,26
P001002,A003046,338,2024-07-03T18:00:00.000Z,2024-07-03T21:09:00.000Z,9,34
P001003,A009001,183,2024-07-03T18:00:00.000Z,2024-07-03T20:56:00.000Z,3,9
