id,clientId,salary,requestedAmount,creditApproved,annualPercentageRate,periodsPerYear,periodsTotal,requestAt,approved,approvedAt,rejected,rejectedAt,reason
A005724,C1695,53755,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T19:48:00.000Z,NOT APPROVED
A005725,C1701,36814,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T20:41:00.000Z,NOT APPROVED
A005726,C1722,15938,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T21:40:00.000Z,NOT APPROVED
A005727,C1755,28836,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T19:14:00.000Z,CLIENT REJECTS
A005728,C1767,48599,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T20:23:00.000Z,CLIENT REJECTS
A005729,C1776,69311,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T20:57:00.000Z,CREDIT LIMIT EXCEED
A005730,C1785,13744,12519,10109,0.11,24,52,2024-04-04T18:00:00.000Z,true,2024-04-04T19:14:00.000Z,false,null,null
A005731,C1831,11805,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T20:56:00.000Z,NOT APPROVED
A005732,C1838,27019,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T18:06:00.000Z,CLIENT REJECTS
A005733,C1841,10126,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T18:58:00.000Z,CREDIT LIMIT EXCEED
A005734,C1845,74703,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T20:36:00.000Z,MAX OF CREDITS
A005735,C1853,22391,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T20:14:00.000Z,CREDIT LIMIT EXCEED
A005736,C1890,42493,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T18:45:00.000Z,CLIENT REJECTS
A005737,C1902,91462,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T21:34:00.000Z,CREDIT LIMIT EXCEED
A005738,C1905,48527,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T18:31:00.000Z,NOT APPROVED
A005739,C1918,25224,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T20:41:00.000Z,NOT APPROVED
A005740,C1922,83163,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T18:26:00.000Z,NOT APPROVED
A005741,C1961,33039,23623,22285,0.09,24,16,2024-04-04T18:00:00.000Z,true,2024-04-04T21:36:00.000Z,false,null,null
A005742,C1964,68498,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T19:55:00.000Z,NOT APPROVED
A005743,C1965,25129,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T20:34:00.000Z,NOT APPROVED
A005744,C1972,45159,32363,27006,0.14,24,34,2024-04-04T18:00:00.000Z,true,2024-04-04T21:16:00.000Z,false,null,null
A005745,C1977,12547,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T21:49:00.000Z,CREDIT LIMIT EXCEED
A005746,C1979,46480,5412,4875,0.06,24,44,2024-04-04T18:00:00.000Z,true,2024-04-04T19:08:00.000Z,false,null,null
A005747,C1985,75434,0,0,0,0,0,2024-04-04T18:00:00.000Z,false,null,true,2024-04-04T20:52:00.000Z,NOT APPROVED
A005748,C1016,67384,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T18:03:00.000Z,NOT APPROVED
A005749,C1037,35622,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T21:48:00.000Z,NOT APPROVED
A005750,C1053,16310,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T20:48:00.000Z,CLIENT REJECTS
A005751,C1101,44497,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T20:54:00.000Z,CREDIT LIMIT EXCEED
A005752,C1109,60446,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:38:00.000Z,NOT APPROVED
A005753,C1117,35906,14571,14038,0.13,24,7,2024-04-05T18:00:00.000Z,true,2024-04-05T19:53:00.000Z,false,null,null
A005754,C1118,43430,21152,17620,0.13,24,37,2024-04-05T18:00:00.000Z,true,2024-04-05T19:36:00.000Z,false,null,null
A005755,C1144,41977,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T20:43:00.000Z,NOT APPROVED
A005756,C1152,56738,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T21:50:00.000Z,NOT APPROVED
A005757,C1163,34199,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T20:01:00.000Z,CREDIT LIMIT EXCEED
A005758,C1165,9056,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T18:23:00.000Z,CREDIT LIMIT EXCEED
A005759,C1186,39709,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T20:15:00.000Z,NOT APPROVED
A005760,C1189,47051,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T21:45:00.000Z,NOT APPROVED
A005761,C1208,27479,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T21:42:00.000Z,NOT APPROVED
A005762,C1215,31412,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:08:00.000Z,NOT APPROVED
A005763,C1219,40871,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T20:05:00.000Z,NOT APPROVED
A005764,C1252,72324,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:42:00.000Z,NOT APPROVED
A005765,C1258,66386,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T20:46:00.000Z,NOT APPROVED
A005766,C1261,98779,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T20:04:00.000Z,NOT APPROVED
A005767,C1303,17232,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:45:00.000Z,CREDIT LOW
A005768,C1306,51874,8331,7991,0.06,24,17,2024-04-05T18:00:00.000Z,true,2024-04-05T18:37:00.000Z,false,null,null
A005769,C1316,36103,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:33:00.000Z,CREDIT LIMIT EXCEED
A005770,C1335,43030,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T21:30:00.000Z,NOT APPROVED
A005771,C1349,69607,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:22:00.000Z,CLIENT REJECTS
A005772,C1356,40675,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:11:00.000Z,NOT APPROVED
A005773,C1368,39196,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T18:46:00.000Z,NOT APPROVED
A005774,C1378,43095,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:29:00.000Z,NOT APPROVED
A005775,C1433,66106,5214,4965,0.15,24,8,2024-04-05T18:00:00.000Z,true,2024-04-05T18:41:00.000Z,false,null,null
A005776,C1437,54204,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:10:00.000Z,NOT APPROVED
A005777,C1487,55558,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T20:07:00.000Z,NOT APPROVED
A005778,C1489,51555,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T20:57:00.000Z,NOT APPROVED
A005779,C1513,12621,1289,1120,0.1,24,36,2024-04-05T18:00:00.000Z,true,2024-04-05T18:20:00.000Z,false,null,null
A005780,C1515,54031,51036,44540,0.14,24,25,2024-04-05T18:00:00.000Z,true,2024-04-05T21:33:00.000Z,false,null,null
A005781,C1551,77590,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T21:45:00.000Z,NOT APPROVED
A005782,C1555,43307,4941,4372,0.12,24,26,2024-04-05T18:00:00.000Z,true,2024-04-05T18:19:00.000Z,false,null,null
A005783,C1565,14658,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:19:00.000Z,NOT APPROVED
A005784,C1584,43927,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T18:35:00.000Z,NOT APPROVED
A005785,C1634,16816,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T21:40:00.000Z,NOT APPROVED
A005786,C1640,47650,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T21:26:00.000Z,NOT APPROVED
A005787,C1654,43097,21238,20720,0.1,24,6,2024-04-05T18:00:00.000Z,true,2024-04-05T21:34:00.000Z,false,null,null
A005788,C1686,48369,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T18:46:00.000Z,CREDIT LIMIT EXCEED
A005789,C1701,36814,19340,15596,0.12,24,48,2024-04-05T18:00:00.000Z,true,2024-04-05T18:56:00.000Z,false,null,null
A005790,C1718,14649,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:44:00.000Z,CREDIT LOW
A005791,C1729,20059,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T18:25:00.000Z,NOT APPROVED
A005792,C1731,15925,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T21:28:00.000Z,NOT APPROVED
A005793,C1735,29426,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T20:21:00.000Z,CREDIT LOW
A005794,C1750,60636,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T18:43:00.000Z,NOT APPROVED
A005795,C1754,55891,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:51:00.000Z,NOT APPROVED
A005796,C1759,9725,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T20:16:00.000Z,NOT APPROVED
A005797,C1769,55570,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T18:25:00.000Z,NOT APPROVED
A005798,C1773,45711,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T18:27:00.000Z,NOT APPROVED
A005799,C1775,39120,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:20:00.000Z,CLIENT REJECTS
A005800,C1797,32059,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T18:19:00.000Z,NOT APPROVED
A005801,C1875,75646,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:10:00.000Z,NOT APPROVED
A005802,C1881,16686,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:18:00.000Z,CREDIT LIMIT EXCEED
A005803,C1906,76935,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:44:00.000Z,NOT APPROVED
A005804,C1918,25224,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:17:00.000Z,NOT APPROVED
A005805,C1959,38031,22232,20334,0.08,24,28,2024-04-05T18:00:00.000Z,true,2024-04-05T21:12:00.000Z,false,null,null
A005806,C1964,68498,0,0,0,0,0,2024-04-05T18:00:00.000Z,false,null,true,2024-04-05T19:49:00.000Z,NOT APPROVED
A005807,C1002,12943,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T21:22:00.000Z,CREDIT LIMIT EXCEED
A005808,C1007,35827,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:21:00.000Z,MAX OF CREDITS
A005809,C1031,54642,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:30:00.000Z,CLIENT REJECTS
A005810,C1035,32698,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T21:19:00.000Z,NOT APPROVED
A005811,C1047,57792,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:47:00.000Z,CLIENT REJECTS
A005812,C1084,31263,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:16:00.000Z,NOT APPROVED
A005813,C1105,42855,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T21:07:00.000Z,CREDIT LIMIT EXCEED
A005814,C1108,12679,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:36:00.000Z,CLIENT REJECTS
A005815,C1123,43756,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:25:00.000Z,NOT APPROVED
A005816,C1147,62287,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T21:46:00.000Z,MAX OF CREDITS
A005817,C1153,42945,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T20:18:00.000Z,NOT APPROVED
A005818,C1163,34199,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:00:00.000Z,CREDIT LIMIT EXCEED
A005819,C1164,36405,2552,2348,0.08,24,26,2024-04-06T18:00:00.000Z,true,2024-04-06T20:13:00.000Z,false,null,null
A005820,C1178,41484,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:37:00.000Z,NOT APPROVED
A005821,C1191,11138,6417,5181,0.11,24,52,2024-04-06T18:00:00.000Z,true,2024-04-06T20:59:00.000Z,false,null,null
A005822,C1200,32634,21929,18104,0.13,24,39,2024-04-06T18:00:00.000Z,true,2024-04-06T21:53:00.000Z,false,null,null
A005823,C1284,63739,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:02:00.000Z,NOT APPROVED
A005824,C1285,56879,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:19:00.000Z,NOT APPROVED
A005825,C1295,15599,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:36:00.000Z,NOT APPROVED
A005826,C1308,8809,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:34:00.000Z,CREDIT LOW
A005827,C1340,8715,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:32:00.000Z,NOT APPROVED
A005828,C1361,27871,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T20:29:00.000Z,NOT APPROVED
A005829,C1386,34083,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:53:00.000Z,NOT APPROVED
A005830,C1406,34762,12162,10834,0.14,24,21,2024-04-06T18:00:00.000Z,true,2024-04-06T21:17:00.000Z,false,null,null
A005831,C1424,58941,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:07:00.000Z,NOT APPROVED
A005832,C1447,48990,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:41:00.000Z,NOT APPROVED
A005833,C1462,48583,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:45:00.000Z,MAX OF CREDITS
A005834,C1467,42484,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:53:00.000Z,NOT APPROVED
A005835,C1485,57445,17219,15582,0.06,24,42,2024-04-06T18:00:00.000Z,true,2024-04-06T19:10:00.000Z,false,null,null
A005836,C1560,88128,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:05:00.000Z,NOT APPROVED
A005837,C1563,38237,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:07:00.000Z,NOT APPROVED
A005838,C1572,85248,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:22:00.000Z,CREDIT LIMIT EXCEED
A005839,C1585,29205,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:42:00.000Z,NOT APPROVED
A005840,C1613,91270,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T20:31:00.000Z,NOT APPROVED
A005841,C1630,79664,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:33:00.000Z,NOT APPROVED
A005842,C1647,8918,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T21:22:00.000Z,CREDIT LIMIT EXCEED
A005843,C1693,80941,1791,1474,0.12,24,43,2024-04-06T18:00:00.000Z,true,2024-04-06T18:04:00.000Z,false,null,null
A005844,C1711,27266,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T21:23:00.000Z,NOT APPROVED
A005845,C1730,38857,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:13:00.000Z,NOT APPROVED
A005846,C1763,29246,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:01:00.000Z,NOT APPROVED
A005847,C1780,77511,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T20:53:00.000Z,MAX OF CREDITS
A005848,C1793,44130,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:51:00.000Z,NOT APPROVED
A005849,C1798,53754,38069,35032,0.08,24,26,2024-04-06T18:00:00.000Z,true,2024-04-06T18:42:00.000Z,false,null,null
A005850,C1838,27019,2732,2502,0.1,24,22,2024-04-06T18:00:00.000Z,true,2024-04-06T20:17:00.000Z,false,null,null
A005851,C1880,29858,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:52:00.000Z,CLIENT REJECTS
A005852,C1885,13675,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T20:35:00.000Z,NOT APPROVED
A005853,C1886,35989,22057,18457,0.09,24,52,2024-04-06T18:00:00.000Z,true,2024-04-06T20:29:00.000Z,false,null,null
A005854,C1890,42493,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T20:21:00.000Z,NOT APPROVED
A005855,C1900,53498,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:50:00.000Z,NOT APPROVED
A005856,C1920,8918,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T20:11:00.000Z,CLIENT REJECTS
A005857,C1928,54194,11057,10179,0.09,24,23,2024-04-06T18:00:00.000Z,true,2024-04-06T18:28:00.000Z,false,null,null
A005858,C1944,34152,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:43:00.000Z,NOT APPROVED
A005859,C1955,56173,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:38:00.000Z,NOT APPROVED
A005860,C1980,12063,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:52:00.000Z,CREDIT LOW
A005861,C1993,19936,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T19:55:00.000Z,NOT APPROVED
A005862,C1994,53852,4996,3948,0.13,24,49,2024-04-06T18:00:00.000Z,true,2024-04-06T19:34:00.000Z,false,null,null
A005863,C1999,39495,0,0,0,0,0,2024-04-06T18:00:00.000Z,false,null,true,2024-04-06T18:13:00.000Z,NOT APPROVED
A005864,C1005,9105,8380,7549,0.11,24,24,2024-04-07T18:00:00.000Z,true,2024-04-07T18:08:00.000Z,false,null,null
A005865,C1009,33775,1258,1208,0.07,24,14,2024-04-07T18:00:00.000Z,true,2024-04-07T19:34:00.000Z,false,null,null
A005866,C1025,24727,1386,1291,0.11,24,16,2024-04-07T18:00:00.000Z,true,2024-04-07T20:56:00.000Z,false,null,null
A005867,C1030,56764,9312,8351,0.12,24,23,2024-04-07T18:00:00.000Z,true,2024-04-07T18:23:00.000Z,false,null,null
A005868,C1058,76017,56453,54281,0.06,24,16,2024-04-07T18:00:00.000Z,true,2024-04-07T18:17:00.000Z,false,null,null
A005869,C1073,14929,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T19:32:00.000Z,NOT APPROVED
A005870,C1099,11846,11010,9960,0.11,24,23,2024-04-07T18:00:00.000Z,true,2024-04-07T19:14:00.000Z,false,null,null
A005871,C1123,43756,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T20:00:00.000Z,CLIENT REJECTS
A005872,C1126,82682,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T20:08:00.000Z,MAX OF CREDITS
A005873,C1183,67264,8709,8538,0.06,24,8,2024-04-07T18:00:00.000Z,true,2024-04-07T18:57:00.000Z,false,null,null
A005874,C1196,18603,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:49:00.000Z,CLIENT REJECTS
A005875,C1201,9050,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:28:00.000Z,NOT APPROVED
A005876,C1218,29703,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T18:03:00.000Z,NOT APPROVED
A005877,C1244,33626,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T20:08:00.000Z,NOT APPROVED
A005878,C1247,65192,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T20:26:00.000Z,NOT APPROVED
A005879,C1255,29844,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:53:00.000Z,NOT APPROVED
A005880,C1286,56364,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T20:43:00.000Z,NOT APPROVED
A005881,C1300,66794,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:54:00.000Z,NOT APPROVED
A005882,C1306,51874,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T19:15:00.000Z,NOT APPROVED
A005883,C1317,29464,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T19:21:00.000Z,NOT APPROVED
A005884,C1333,96284,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:51:00.000Z,NOT APPROVED
A005885,C1347,54516,8559,6972,0.13,24,42,2024-04-07T18:00:00.000Z,true,2024-04-07T19:15:00.000Z,false,null,null
A005886,C1359,55161,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T20:38:00.000Z,NOT APPROVED
A005887,C1375,77324,16124,14770,0.11,24,20,2024-04-07T18:00:00.000Z,true,2024-04-07T19:19:00.000Z,false,null,null
A005888,C1395,43021,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:45:00.000Z,NOT APPROVED
A005889,C1401,38090,34284,27986,0.12,24,45,2024-04-07T18:00:00.000Z,true,2024-04-07T19:53:00.000Z,false,null,null
A005890,C1445,32634,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:58:00.000Z,NOT APPROVED
A005891,C1449,28309,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T18:54:00.000Z,NOT APPROVED
A005892,C1455,68674,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T18:50:00.000Z,NOT APPROVED
A005893,C1481,28857,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T20:16:00.000Z,NOT APPROVED
A005894,C1483,47166,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T20:14:00.000Z,NOT APPROVED
A005895,C1503,37059,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T19:16:00.000Z,NOT APPROVED
A005896,C1505,49405,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T20:26:00.000Z,NOT APPROVED
A005897,C1533,87079,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T19:20:00.000Z,NOT APPROVED
A005898,C1563,38237,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T19:55:00.000Z,CLIENT REJECTS
A005899,C1620,104165,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T19:29:00.000Z,NOT APPROVED
A005900,C1626,63017,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T20:14:00.000Z,NOT APPROVED
A005901,C1627,74385,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T20:45:00.000Z,NOT APPROVED
A005902,C1631,27639,4414,3660,0.13,24,38,2024-04-07T18:00:00.000Z,true,2024-04-07T18:04:00.000Z,false,null,null
A005903,C1673,21109,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:41:00.000Z,NOT APPROVED
A005904,C1675,50468,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T18:11:00.000Z,MAX OF CREDITS
A005905,C1690,43680,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T19:02:00.000Z,NOT APPROVED
A005906,C1725,46305,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T18:58:00.000Z,NOT APPROVED
A005907,C1748,15911,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T18:19:00.000Z,NOT APPROVED
A005908,C1761,22967,3582,3451,0.07,24,13,2024-04-07T18:00:00.000Z,true,2024-04-07T20:40:00.000Z,false,null,null
A005909,C1772,11999,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:02:00.000Z,NOT APPROVED
A005910,C1780,77511,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:03:00.000Z,NOT APPROVED
A005911,C1797,32059,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:16:00.000Z,NOT APPROVED
A005912,C1823,58790,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T19:05:00.000Z,NOT APPROVED
A005913,C1831,11805,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:10:00.000Z,NOT APPROVED
A005914,C1833,69227,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T18:26:00.000Z,NOT APPROVED
A005915,C1838,27019,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:13:00.000Z,NOT APPROVED
A005916,C1841,10126,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T21:10:00.000Z,CREDIT LIMIT EXCEED
A005917,C1852,27477,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T18:17:00.000Z,NOT APPROVED
A005918,C1856,33864,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T19:46:00.000Z,NOT APPROVED
A005919,C1916,63828,2439,1969,0.11,24,52,2024-04-07T18:00:00.000Z,true,2024-04-07T19:07:00.000Z,false,null,null
A005920,C1930,74026,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T20:12:00.000Z,NOT APPROVED
A005921,C1941,28395,0,0,0,0,0,2024-04-07T18:00:00.000Z,false,null,true,2024-04-07T18:19:00.000Z,CREDIT LIMIT EXCEED
